,album_name,track_title,track_n,lyric,line
0,Taylor Swift,Tim McGraw,1,He said the way my blue eyes shined,1
1,Taylor Swift,Tim McGraw,1,Put those Georgia stars to shame that night,2
2,Taylor Swift,Tim McGraw,1,"I said, ""That's a lie""",3
3,Taylor Swift,Tim McGraw,1,Just a boy in a Chevy truck,4
4,Taylor Swift,Tim McGraw,1,That had a tendency of gettin' stuck,5
5,Taylor Swift,Tim McGraw,1,On back roads at night,6
6,Taylor Swift,Tim McGraw,1,And I was right there beside him all summer long,7
7,Taylor Swift,Tim McGraw,1,And then the time we woke up to find that summer gone,8
8,Taylor Swift,Tim McGraw,1,But when you think Tim McGraw,9
9,Taylor Swift,Tim McGraw,1,I hope you think my favorite song,10
10,Taylor Swift,Tim McGraw,1,The one we danced to all night long,11
11,Taylor Swift,Tim McGraw,1,The moon like a spotlight on the lake,12
12,Taylor Swift,Tim McGraw,1,When you think happiness,13
13,Taylor Swift,Tim McGraw,1,I hope you think that little black dress,14
14,Taylor Swift,Tim McGraw,1,Think of my head on your chest,15
15,Taylor Swift,Tim McGraw,1,And my old faded blue jeans,16
16,Taylor Swift,Tim McGraw,1,When you think Tim McGraw,17
17,Taylor Swift,Tim McGraw,1,I hope you think of me,18
18,Taylor Swift,Tim McGraw,1,September saw a month of tears,19
19,Taylor Swift,Tim McGraw,1,And thankin' God that you weren't here,20
20,Taylor Swift,Tim McGraw,1,To see me like that,21
21,Taylor Swift,Tim McGraw,1,But in a box beneath my bed,22
22,Taylor Swift,Tim McGraw,1,Is a letter that you never read,23
23,Taylor Swift,Tim McGraw,1,From three summers back,24
24,Taylor Swift,Tim McGraw,1,It's hard not to find it all a little bittersweet,25
25,Taylor Swift,Tim McGraw,1,"And lookin' back on all of that, it's nice to believe",26
26,Taylor Swift,Tim McGraw,1,When you think Tim McGraw,27
27,Taylor Swift,Tim McGraw,1,I hope you think my favorite song,28
28,Taylor Swift,Tim McGraw,1,The one we danced to all night long,29
29,Taylor Swift,Tim McGraw,1,The moon like a spotlight on the lake,30
30,Taylor Swift,Tim McGraw,1,When you think happiness,31
31,Taylor Swift,Tim McGraw,1,I hope you think that little black dress,32
32,Taylor Swift,Tim McGraw,1,Think of my head on your chest,33
33,Taylor Swift,Tim McGraw,1,And my old faded blue jeans,34
34,Taylor Swift,Tim McGraw,1,When you think Tim McGraw,35
35,Taylor Swift,Tim McGraw,1,I hope you think of me,36
36,Taylor Swift,Tim McGraw,1,And I'm back for the first time since then,37
37,Taylor Swift,Tim McGraw,1,I'm standin' on your street,38
38,Taylor Swift,Tim McGraw,1,And there's a letter left on your doorstep,39
39,Taylor Swift,Tim McGraw,1,And the first thing that you'll read is:,40
40,Taylor Swift,Tim McGraw,1,"""When you think Tim McGraw",41
41,Taylor Swift,Tim McGraw,1,I hope you think my favorite song,42
42,Taylor Swift,Tim McGraw,1,Someday you'll turn your radio on,43
43,Taylor Swift,Tim McGraw,1,"I hope it takes you back to that place""",44
44,Taylor Swift,Tim McGraw,1,When you think happiness,45
45,Taylor Swift,Tim McGraw,1,I hope you think that little black dress,46
46,Taylor Swift,Tim McGraw,1,Think of my head on your chest,47
47,Taylor Swift,Tim McGraw,1,And my old faded blue jeans,48
48,Taylor Swift,Tim McGraw,1,When you think Tim McGraw,49
49,Taylor Swift,Tim McGraw,1,I hope you think of me,50
50,Taylor Swift,Tim McGraw,1,"Oh, think of me",51
51,Taylor Swift,Tim McGraw,1,Mmmm,52
52,Taylor Swift,Tim McGraw,1,He said the way my blue eyes shined,53
53,Taylor Swift,Tim McGraw,1,Put those Georgia stars to shame that night,54
54,Taylor Swift,Tim McGraw,1,"I said, ""That's a lie""",55
55,Taylor Swift,Picture To Burn,2,"State the obvious, I didn't get my perfect fantasy",1
56,Taylor Swift,Picture To Burn,2,I realize you love yourself more than you could ever love me,2
57,Taylor Swift,Picture To Burn,2,So go and tell your friends that I'm obsessive and crazy,3
58,Taylor Swift,Picture To Burn,2,That's fine I'll tell mine that you're gay!,4
59,Taylor Swift,Picture To Burn,2,By the way...,5
60,Taylor Swift,Picture To Burn,2,I hate that stupid old pickup truck,6
61,Taylor Swift,Picture To Burn,2,You never let me drive,7
62,Taylor Swift,Picture To Burn,2,You're a redneck heartbreak,8
63,Taylor Swift,Picture To Burn,2,Who's really bad at lying,9
64,Taylor Swift,Picture To Burn,2,So watch me strike a match,10
65,Taylor Swift,Picture To Burn,2,On all my wasted time,11
66,Taylor Swift,Picture To Burn,2,As far as I'm concerned,12
67,Taylor Swift,Picture To Burn,2,You're just another picture to burn!,13
68,Taylor Swift,Picture To Burn,2,There's no time for tears,14
69,Taylor Swift,Picture To Burn,2,I'm just sitting here planning my revenge,15
70,Taylor Swift,Picture To Burn,2,There's nothing stopping me,16
71,Taylor Swift,Picture To Burn,2,From going out with all of your best friends,17
72,Taylor Swift,Picture To Burn,2,And if you come around saying sorry to me,18
73,Taylor Swift,Picture To Burn,2,My daddy's gonna show you how sorry you'll be,19
74,Taylor Swift,Picture To Burn,2,'Cause I hate that stupid old pickup truck,20
75,Taylor Swift,Picture To Burn,2,You never let me drive,21
76,Taylor Swift,Picture To Burn,2,You're a redneck heartbreak,22
77,Taylor Swift,Picture To Burn,2,Who's really bad at lying,23
78,Taylor Swift,Picture To Burn,2,So watch me strike a match,24
79,Taylor Swift,Picture To Burn,2,On all my wasted time,25
80,Taylor Swift,Picture To Burn,2,As far as I'm concerned,26
81,Taylor Swift,Picture To Burn,2,You're just another picture to burn!,27
82,Taylor Swift,Picture To Burn,2,And if you're missing me,28
83,Taylor Swift,Picture To Burn,2,You'd better keep it to yourself,29
84,Taylor Swift,Picture To Burn,2,'Cause coming back around here,30
85,Taylor Swift,Picture To Burn,2,Would be bad for your health...,31
86,Taylor Swift,Picture To Burn,2,'Cause I hate that stupid old pickup truck,32
87,Taylor Swift,Picture To Burn,2,You never let me drive,33
88,Taylor Swift,Picture To Burn,2,You're a redneck heartbreak,34
89,Taylor Swift,Picture To Burn,2,Who's really bad at lying,35
90,Taylor Swift,Picture To Burn,2,So watch me strike a match,36
91,Taylor Swift,Picture To Burn,2,On all my wasted time,37
92,Taylor Swift,Picture To Burn,2,In case you haven't heard,38
93,Taylor Swift,Picture To Burn,2,I really really hate that...,39
94,Taylor Swift,Picture To Burn,2,Stupid old pickup truck,40
95,Taylor Swift,Picture To Burn,2,You never let me drive,41
96,Taylor Swift,Picture To Burn,2,You're a redneck heartbreak,42
97,Taylor Swift,Picture To Burn,2,Who's really bad at lying,43
98,Taylor Swift,Picture To Burn,2,So watch me strike a match,44
99,Taylor Swift,Picture To Burn,2,On all my wasted time,45
100,Taylor Swift,Picture To Burn,2,As far as I'm concerned,46
101,Taylor Swift,Picture To Burn,2,You're just another picture to burn!,47
102,Taylor Swift,Picture To Burn,2,"Burn, burn, burn, baby, burn",48
103,Taylor Swift,Picture To Burn,2,You're just another picture to burn,49
104,Taylor Swift,Picture To Burn,2,"Baby, burn...",50
105,Taylor Swift,Teardrops On My Guitar,3,Drew looks at me,1
106,Taylor Swift,Teardrops On My Guitar,3,I fake a smile so he won't see,2
107,Taylor Swift,Teardrops On My Guitar,3,That I want and I'm needing,3
108,Taylor Swift,Teardrops On My Guitar,3,Everything that we should be,4
109,Taylor Swift,Teardrops On My Guitar,3,"I'll bet she's beautiful, that girl he talks about",5
110,Taylor Swift,Teardrops On My Guitar,3,And she's got everything that I have to live without,6
111,Taylor Swift,Teardrops On My Guitar,3,Drew talks to me,7
112,Taylor Swift,Teardrops On My Guitar,3,I laugh 'cause it's just so funny,8
113,Taylor Swift,Teardrops On My Guitar,3,That I can't even see,9
114,Taylor Swift,Teardrops On My Guitar,3,Anyone when he's with me,10
115,Taylor Swift,Teardrops On My Guitar,3,"He says he's so in love, he's finally got it right",11
116,Taylor Swift,Teardrops On My Guitar,3,I wonder if he knows he's all I think about at night,12
117,Taylor Swift,Teardrops On My Guitar,3,He's the reason for the teardrops on my guitar,13
118,Taylor Swift,Teardrops On My Guitar,3,The only thing that keeps me wishing on a wishing star,14
119,Taylor Swift,Teardrops On My Guitar,3,He's the song in the car I keep singing. Don't know why I do,15
120,Taylor Swift,Teardrops On My Guitar,3,Drew walks by me,16
121,Taylor Swift,Teardrops On My Guitar,3,Can he tell that I can't breathe?,17
122,Taylor Swift,Teardrops On My Guitar,3,"And there he goes, so perfectly",18
123,Taylor Swift,Teardrops On My Guitar,3,The kind of flawless I wish I could be,19
124,Taylor Swift,Teardrops On My Guitar,3,"She'd better hold him tight, give him all her love",20
125,Taylor Swift,Teardrops On My Guitar,3,Look in those beautiful eyes and know she's lucky 'cause,21
126,Taylor Swift,Teardrops On My Guitar,3,He's the reason for the teardrops on my guitar,22
127,Taylor Swift,Teardrops On My Guitar,3,The only thing that keeps me wishing on a wishing star,23
128,Taylor Swift,Teardrops On My Guitar,3,He's the song in the car I keep singing. Don't know why I do,24
129,Taylor Swift,Teardrops On My Guitar,3,"So, I drive home alone",25
130,Taylor Swift,Teardrops On My Guitar,3,As I turn out the light,26
131,Taylor Swift,Teardrops On My Guitar,3,I'll put his picture down,27
132,Taylor Swift,Teardrops On My Guitar,3,And maybe get some sleep tonight,28
133,Taylor Swift,Teardrops On My Guitar,3,'Cause he's the reason for the teardrops on my guitar,29
134,Taylor Swift,Teardrops On My Guitar,3,The only one who's got enough of me to break my heart,30
135,Taylor Swift,Teardrops On My Guitar,3,He's the song in the car I keep singing. Don't know why I do,31
136,Taylor Swift,Teardrops On My Guitar,3,"He's the time taken up, but there's never enough",32
137,Taylor Swift,Teardrops On My Guitar,3,And he's all that I need to fall into,33
138,Taylor Swift,Teardrops On My Guitar,3,Drew looks at me,34
139,Taylor Swift,Teardrops On My Guitar,3,I fake a smile so he won't see,35
140,Taylor Swift,A Place In This World,4,"I don't know what I want, so don't ask me",1
141,Taylor Swift,A Place In This World,4,'Cause I'm still trying to figure it out,2
142,Taylor Swift,A Place In This World,4,"Don't know what's down this road, I'm just walking",3
143,Taylor Swift,A Place In This World,4,Trying to see through the rain coming down,4
144,Taylor Swift,A Place In This World,4,Even though I'm not the only one,5
145,Taylor Swift,A Place In This World,4,Who feels the way I do,6
146,Taylor Swift,A Place In This World,4,"I'm alone, on my own, and that's all I know",7
147,Taylor Swift,A Place In This World,4,"I'll be strong, I'll be wrong, oh but life goes on",8
148,Taylor Swift,A Place In This World,4,"Oh, I'm just a girl, trying to find a place in this world",9
149,Taylor Swift,A Place In This World,4,"Got the radio on, my old blue jeans",10
150,Taylor Swift,A Place In This World,4,And I'm wearing my heart on my sleeve,11
151,Taylor Swift,A Place In This World,4,"Feeling lucky today, got the sunshine",12
152,Taylor Swift,A Place In This World,4,Could you tell me what more do I need,13
153,Taylor Swift,A Place In This World,4,"And tomorrow's just a mystery, oh yeah",14
154,Taylor Swift,A Place In This World,4,But that's OK,15
155,Taylor Swift,A Place In This World,4,"I'm alone, on my own, and that's all I know",16
156,Taylor Swift,A Place In This World,4,"I'll be strong, I'll be wrong, oh but life goes on",17
157,Taylor Swift,A Place In This World,4,"Oh, I'm just a girl, trying to find a place in this world",18
158,Taylor Swift,A Place In This World,4,Maybe I'm just a girl on a mission,19
159,Taylor Swift,A Place In This World,4,But I'm ready to fly,20
160,Taylor Swift,A Place In This World,4,"I'm alone, on my own, and that's all I know",21
161,Taylor Swift,A Place In This World,4,"I'll be strong, I'll be wrong, oh but life goes on",22
162,Taylor Swift,A Place In This World,4,"Oh I'm alone, on my own, and that's all I know",23
163,Taylor Swift,A Place In This World,4,"Oh I'm just a girl, trying to find a place in this world",24
164,Taylor Swift,A Place In This World,4,Oh I'm just a girl,25
165,Taylor Swift,A Place In This World,4,"Oh I'm just a girl, oh, oh",26
166,Taylor Swift,A Place In This World,4,Oh I'm just a girl,27
167,Taylor Swift,Cold As You,5,You have a way of coming easily to me,1
168,Taylor Swift,Cold As You,5,"And when you take, you take the very best of me",2
169,Taylor Swift,Cold As You,5,So I start a fight 'cause I need to feel something,3
170,Taylor Swift,Cold As You,5,And you do what you want 'cause I'm not what you wanted,4
171,Taylor Swift,Cold As You,5,"Oh, what a shame, what a rainy ending given to a perfect day",5
172,Taylor Swift,Cold As You,5,"Just walk away, ain't no use defending words that you will never say",6
173,Taylor Swift,Cold As You,5,And now that I'm sitting here thinking it through,7
174,Taylor Swift,Cold As You,5,I've never been anywhere cold as you,8
175,Taylor Swift,Cold As You,5,You put up walls and paint them all a shade of gray,9
176,Taylor Swift,Cold As You,5,And I stood there loving you and wished them all away,10
177,Taylor Swift,Cold As You,5,And you come away with a great little story,11
178,Taylor Swift,Cold As You,5,Of a mess of a dreamer with the nerve to adore you,12
179,Taylor Swift,Cold As You,5,"Oh, what a shame, what a rainy ending given to a perfect day",13
180,Taylor Swift,Cold As You,5,"So just walk away, ain't no use defending words that you will never say",14
181,Taylor Swift,Cold As You,5,And now that I'm sitting here thinking it through,15
182,Taylor Swift,Cold As You,5,I've never been anywhere cold as you,16
183,Taylor Swift,Cold As You,5,"You never did give a damn thing, honey, but I cried, cried for you",17
184,Taylor Swift,Cold As You,5,"And I know you wouldn't have told nobody if I died, died for you, died for you",18
185,Taylor Swift,Cold As You,5,"Oh, what a shame, what a rainy ending given to a perfect day",19
186,Taylor Swift,Cold As You,5,Every smile you fake is so condescending counting all the scars you made,20
187,Taylor Swift,Cold As You,5,And now that I'm sitting here thinking it through,21
188,Taylor Swift,Cold As You,5,I've never been anywhere cold as you,22
189,Taylor Swift,The Outside,6,I didn't know what I would find,1
190,Taylor Swift,The Outside,6,When I went looking for a reason,2
191,Taylor Swift,The Outside,6,I know I didn't read between the lines,3
192,Taylor Swift,The Outside,6,"And, baby, I've got nowhere to go",4
193,Taylor Swift,The Outside,6,I tried to take the road less traveled by,5
194,Taylor Swift,The Outside,6,But nothing seems to work the first few times,6
195,Taylor Swift,The Outside,6,Am I right?,7
196,Taylor Swift,The Outside,6,So how can I ever try to be better?,8
197,Taylor Swift,The Outside,6,Nobody ever lets me in,9
198,Taylor Swift,The Outside,6,I can still see you,10
199,Taylor Swift,The Outside,6,This ain't the best view,11
200,Taylor Swift,The Outside,6,On the outside looking in,12
201,Taylor Swift,The Outside,6,And I've been a lot of lonely places,13
202,Taylor Swift,The Outside,6,I've never been on the outside,14
203,Taylor Swift,The Outside,6,"You saw me there, but never knew",15
204,Taylor Swift,The Outside,6,That I would give it all up to be,16
205,Taylor Swift,The Outside,6,"A part of this, a part of you",17
206,Taylor Swift,The Outside,6,And now it's all too late. So you see,18
207,Taylor Swift,The Outside,6,You could've helped if you had wanted to,19
208,Taylor Swift,The Outside,6,But no one notices until it's too late to do anything,20
209,Taylor Swift,The Outside,6,So how can I ever try to be better?,21
210,Taylor Swift,The Outside,6,Nobody ever lets me in,22
211,Taylor Swift,The Outside,6,I can still see you,23
212,Taylor Swift,The Outside,6,This ain't the best view,24
213,Taylor Swift,The Outside,6,On the outside looking in,25
214,Taylor Swift,The Outside,6,And I've been a lot of lonely places,26
215,Taylor Swift,The Outside,6,I've never been on the outside,27
216,Taylor Swift,The Outside,6,"Oh, yeah",28
217,Taylor Swift,The Outside,6,So how can I ever try to be better?,29
218,Taylor Swift,The Outside,6,Nobody ever lets me in,30
219,Taylor Swift,The Outside,6,And I can still see you,31
220,Taylor Swift,The Outside,6,This ain't the best view,32
221,Taylor Swift,The Outside,6,On the outside looking in,33
222,Taylor Swift,The Outside,6,And I've been a lot of lonely places,34
223,Taylor Swift,The Outside,6,I've never been on the outside,35
224,Taylor Swift,Tied Together With A Smile,7,Seems the only one who doesn't see your beauty,1
225,Taylor Swift,Tied Together With A Smile,7,Is the face in the mirror looking back at you,2
226,Taylor Swift,Tied Together With A Smile,7,You walk around here thinking you're not pretty,3
227,Taylor Swift,Tied Together With A Smile,7,But that's not true 'cause I know you,4
228,Taylor Swift,Tied Together With A Smile,7,"Hold on, baby, you're losing it",5
229,Taylor Swift,Tied Together With A Smile,7,"The water's high, you're jumping into it",6
230,Taylor Swift,Tied Together With A Smile,7,And letting go,7
231,Taylor Swift,Tied Together With A Smile,7,And no one knows,8
232,Taylor Swift,Tied Together With A Smile,7,"That you cry, but you don't tell anyone",9
233,Taylor Swift,Tied Together With A Smile,7,That you might not be the golden one,10
234,Taylor Swift,Tied Together With A Smile,7,And you're tied together with a smile,11
235,Taylor Swift,Tied Together With A Smile,7,But you're coming undone,12
236,Taylor Swift,Tied Together With A Smile,7,I guess it's true that love was all you wanted,13
237,Taylor Swift,Tied Together With A Smile,7,'Cause you're giving it away like it's extra change,14
238,Taylor Swift,Tied Together With A Smile,7,Hoping it will end up in his pocket,15
239,Taylor Swift,Tied Together With A Smile,7,But he leaves you out like a penny in the rain,16
240,Taylor Swift,Tied Together With A Smile,7,"Oh, 'cause it's not his price to pay",17
241,Taylor Swift,Tied Together With A Smile,7,It's not his price to pay,18
242,Taylor Swift,Tied Together With A Smile,7,"Hold on, baby, you're losing it",19
243,Taylor Swift,Tied Together With A Smile,7,"The water's high, you're jumping into it",20
244,Taylor Swift,Tied Together With A Smile,7,And letting go,21
245,Taylor Swift,Tied Together With A Smile,7,And no one knows,22
246,Taylor Swift,Tied Together With A Smile,7,"That you cry, but you don't tell anyone",23
247,Taylor Swift,Tied Together With A Smile,7,That you might not be the golden one,24
248,Taylor Swift,Tied Together With A Smile,7,And you're tied together with a smile,25
249,Taylor Swift,Tied Together With A Smile,7,But you're coming undone,26
250,Taylor Swift,Tied Together With A Smile,7,"Hold on, baby, you're losing it",27
251,Taylor Swift,Tied Together With A Smile,7,"The water's high, you're jumping into it",28
252,Taylor Swift,Tied Together With A Smile,7,And letting go,29
253,Taylor Swift,Tied Together With A Smile,7,And no one knows,30
254,Taylor Swift,Tied Together With A Smile,7,"That you cry, but you don't tell anyone",31
255,Taylor Swift,Tied Together With A Smile,7,That you might not be the golden one,32
256,Taylor Swift,Tied Together With A Smile,7,And you're tied together with a smile,33
257,Taylor Swift,Tied Together With A Smile,7,But you're coming undone,34
258,Taylor Swift,Tied Together With A Smile,7,You're tied together with a smile,35
259,Taylor Swift,Tied Together With A Smile,7,But you're coming undone,36
260,Taylor Swift,Tied Together With A Smile,7,"Goodbye, baby",37
261,Taylor Swift,Tied Together With A Smile,7,"With a smile, baby, baby",38
262,Taylor Swift,Stay Beautiful,8,Cory's eyes are like a jungle,1
263,Taylor Swift,Stay Beautiful,8,"He smiles, it's like the radio",2
264,Taylor Swift,Stay Beautiful,8,He whispers songs into my window,3
265,Taylor Swift,Stay Beautiful,8,In words that nobody knows,4
266,Taylor Swift,Stay Beautiful,8,There's pretty girls on every corner,5
267,Taylor Swift,Stay Beautiful,8,That watch him as he's walking home,6
268,Taylor Swift,Stay Beautiful,8,"Saying, ""Does he know?""",7
269,Taylor Swift,Stay Beautiful,8,Will you ever know?,8
270,Taylor Swift,Stay Beautiful,8,You're beautiful,9
271,Taylor Swift,Stay Beautiful,8,Every little piece love,10
272,Taylor Swift,Stay Beautiful,8,And don't you know,11
273,Taylor Swift,Stay Beautiful,8,You're really gonna be someone,12
274,Taylor Swift,Stay Beautiful,8,Ask anyone,13
275,Taylor Swift,Stay Beautiful,8,And when you find everything you looked for,14
276,Taylor Swift,Stay Beautiful,8,I hope your life leads you back to my door,15
277,Taylor Swift,Stay Beautiful,8,"Oh, but if it don't",16
278,Taylor Swift,Stay Beautiful,8,Stay beautiful,17
279,Taylor Swift,Stay Beautiful,8,Cory finds another way to be,18
280,Taylor Swift,Stay Beautiful,8,The highlight of my day,19
281,Taylor Swift,Stay Beautiful,8,I'm taking pictures in my mind,20
282,Taylor Swift,Stay Beautiful,8,So I can save them for a rainy day,21
283,Taylor Swift,Stay Beautiful,8,It's hard to make a conversation,22
284,Taylor Swift,Stay Beautiful,8,When he's taking my breath away,23
285,Taylor Swift,Stay Beautiful,8,"I should say, hey, by the way",24
286,Taylor Swift,Stay Beautiful,8,You're beautiful,25
287,Taylor Swift,Stay Beautiful,8,Every little piece love,26
288,Taylor Swift,Stay Beautiful,8,And don't you know,27
289,Taylor Swift,Stay Beautiful,8,You're really gonna be someone,28
290,Taylor Swift,Stay Beautiful,8,Ask anyone,29
291,Taylor Swift,Stay Beautiful,8,And when you find everything you looked for,30
292,Taylor Swift,Stay Beautiful,8,I hope your life leads you back to my door,31
293,Taylor Swift,Stay Beautiful,8,"Oh, but if it don't",32
294,Taylor Swift,Stay Beautiful,8,Stay beautiful,33
295,Taylor Swift,Stay Beautiful,8,If you and I are a story,34
296,Taylor Swift,Stay Beautiful,8,That never gets told,35
297,Taylor Swift,Stay Beautiful,8,If what you are is a daydream,36
298,Taylor Swift,Stay Beautiful,8,I'll never get to hold,37
299,Taylor Swift,Stay Beautiful,8,At least you'll know,38
300,Taylor Swift,Stay Beautiful,8,You're beautiful,39
301,Taylor Swift,Stay Beautiful,8,Every little piece love,40
302,Taylor Swift,Stay Beautiful,8,And don't you know,41
303,Taylor Swift,Stay Beautiful,8,You're really gonna be someone,42
304,Taylor Swift,Stay Beautiful,8,Ask anyone,43
305,Taylor Swift,Stay Beautiful,8,And when you find everything you looked for,44
306,Taylor Swift,Stay Beautiful,8,I hope your life leads you back to my front door,45
307,Taylor Swift,Stay Beautiful,8,"Oh, but if it don't",46
308,Taylor Swift,Stay Beautiful,8,Will you stay,47
309,Taylor Swift,Stay Beautiful,8,"Beautiful, beautiful, beautiful",48
310,Taylor Swift,Stay Beautiful,8,"Beautiful, beautiful, beautiful?",49
311,Taylor Swift,Stay Beautiful,8,La la la,50
312,Taylor Swift,Stay Beautiful,8,"Oh, oh, oh, oh",51
313,Taylor Swift,Stay Beautiful,8,"Oh, but if it don't",52
314,Taylor Swift,Stay Beautiful,8,Stay beautiful,53
315,Taylor Swift,Stay Beautiful,8,Stay beautiful,54
316,Taylor Swift,Stay Beautiful,8,"Na, na, na, na, na",55
317,Taylor Swift,Should've Said No,9,It's strange to think the songs we used to sing,1
318,Taylor Swift,Should've Said No,9,"The smiles, the flowers, everything is gone",2
